User,Screen Name,Location,Profile Description,Profile Image,Following,Followers,Url,Date Created,Number of Retweets,Number of Likes,Source of Tweet,Tweet,Truncated Flag,Tweet Hashtags,Reply to Status,Quote Flag
adam green,greenynorfolk,"happisburgh, england",tweets about data | works for @jll | #tableau public ambassador 22/23 | profile: https://t.co/ntd9mwy9x2,https://pbs.twimg.com/profile_images/1461826643761238018/8o9p3hae_normal.jpg,970,1356,https://t.co/xy06cf58wj,2022-10-15 08:00:41+00:00,0,4,twitter for iphone,"sports and games vizzes are some of my fav topics to have fun with, if your struggling with the ideas maybe these b… https://t.co/cusgoudndb",true,[],7.689023504424673e+17,false
adam green,greenynorfolk,"happisburgh, england",tweets about data | works for @jll | #tableau public ambassador 22/23 | profile: https://t.co/ntd9mwy9x2,https://pbs.twimg.com/profile_images/1461826643761238018/8o9p3hae_normal.jpg,970,1356,https://t.co/xy06cf58wj,2022-10-15 07:56:08+00:00,1,11,twitter for iphone,so hoping (and looking out for) #sportsvizsunday inspired #ironviz entries to start rolling in. many datasets on th… https://t.co/ch4bkdahsj,true,"[{'text': 'sportsvizsunday', 'indices': [32, 48]}, {'text': 'ironviz', 'indices': [58, 66]}]",nan,false
dzifa,datadzif,always cheesin😁,"tableau social ambassador • certified gif enthusiast •💖data, bubble tea, memes, & bad reality tv🤩 • tweets about tableau + data viz + random • she/her 🇬🇭✨",https://pbs.twimg.com/profile_images/1537977305049337857/fr9_-zun_normal.jpg,2104,2249,https://t.co/7yttqgd4em,2022-10-14 22:46:40+00:00,4,0,twitter for iphone,"rt @adedamolaladipo: erling haaland is currently leading the premier league ⏲️minutes-per-goal⚽️ ratio as of matchweek 10, with 15 goals in…",false,[],nan,false
chinel,culnelly,nan,in relationship with 🌾| disconnected from @arsenal,https://pbs.twimg.com/profile_images/1570381442437234690/95stvjkb_normal.jpg,346,346,nan,2022-10-14 22:19:19+00:00,4,0,twitter for iphone,"rt @adedamolaladipo: erling haaland is currently leading the premier league ⏲️minutes-per-goal⚽️ ratio as of matchweek 10, with 15 goals in…",false,[],nan,false
damola ladipo 🐢,adedamolaladipo,"washington, dc",data visualization specialist | 6 x #vizoftheday | ‘21 tableau public featured author | ‘22 tableau public ambassador #coyi,https://pbs.twimg.com/profile_images/1558080119163559936/kvpfvsnq_normal.jpg,2690,1713,https://t.co/5xxw6sf8hj,2022-10-14 21:36:28+00:00,4,23,twitter web app,"erling haaland is currently leading the premier league ⏲️minutes-per-goal⚽️ ratio as of matchweek 10, with 15 goals… https://t.co/9i0gi6dnda",true,[],nan,false
peter kelley,peterakelley,"north carolina, usa",gator grad | bi specialist @tdbank_us | @tableau developer,https://pbs.twimg.com/profile_images/1490658859500855300/x-t7ndq2_normal.jpg,156,222,nan,2022-10-14 13:00:02+00:00,0,7,twitter web app,did a bit of digging for tennis content and found match by match data for the last 10 years.  check out this viz lo… https://t.co/dh9v7ipzxa,true,[],nan,false
spencer baucke,jsbaucke,"cincinnati, oh",director @phdatainc ● cofounder #sportsvizsunday ● #workoutwednesday power bi ● https://t.co/qxngij7tn0 ● cincinnati everything,https://pbs.twimg.com/profile_images/1268153811278991363/lct4afzz_normal.jpg,1467,3579,https://t.co/pgcmkwikdc,2022-10-14 12:14:00+00:00,0,35,twitter web app,"last year @reds coo phil castellini asked fans - ""where ya gonna go?"" in response to a question about trading sever… https://t.co/8mzzuxnu5m",true,[],nan,false
cj mayes,_cjmayes,"london, uk",#sportsvizsunday | tableau visionary & ambassador | https://t.co/njkto16szh | enablement @jll,https://pbs.twimg.com/profile_images/1387386576284569602/iewnimub_normal.jpg,1803,3816,https://t.co/ymums8nrjv,2022-10-13 16:06:28+00:00,0,15,twitter web app,#sportsvizsunday sports dashboards about to come a lot easier👇 https://t.co/azezrvoohv,false,"[{'text': 'sportsvizsunday', 'indices': [0, 16]}]",nan,true
simon beaumont,simonbeaumont04,"liss, england",jll b.i director | #tableau visionary & ambassador | #ironviz 2020 finalist | #tableau desktop certified | co-lead #sportsvizsunday,https://pbs.twimg.com/profile_images/1547318445854933000/ckmduuga_normal.jpg,1359,5932,https://t.co/oowzmlveg7,2022-10-11 17:01:55+00:00,0,5,twitter for iphone,"balls. #sportsvizsunday. fin

great effort this week from across the community, check out the spherical inspiration… https://t.co/thc7eutnlm",true,"[{'text': 'sportsvizsunday', 'indices': [7, 23]}]",nan,true
simon rowe,mrroweuk,london,data storyteller and @tableau enthusiast | tableau desktop certified associate | 4 x #votd | @tonbridgeangels | views are my own,https://pbs.twimg.com/profile_images/2363957398/image_normal.jpg,1699,1741,https://t.co/wro1tfl0a5,2022-10-10 10:01:56+00:00,0,3,twitter for iphone,"as usual, a #sportsvizsunday weekly-roundup packed full of amazing content. 👇🏻 https://t.co/5sncxzfxkf",false,"[{'text': 'sportsvizsunday', 'indices': [12, 28]}]",nan,true
simon beaumont,simonbeaumont04,"liss, england",jll b.i director | #tableau visionary & ambassador | #ironviz 2020 finalist | #tableau desktop certified | co-lead #sportsvizsunday,https://pbs.twimg.com/profile_images/1547318445854933000/ckmduuga_normal.jpg,1359,5932,https://t.co/oowzmlveg7,2022-10-19 08:52:39+00:00,0,4,twitter for iphone,"came for the data, geeked out over the f1 car 😁 may have been a little bit excited when i saw this at… https://t.co/ea9yysckzr",true,[],nan,false
kb,katebrown_5,nan,once in a while you get shown the light in the strangest of places if you look at it right,https://pbs.twimg.com/profile_images/1581355824764653571/gu9a1--a_normal.jpg,479,1652,none,2022-10-19 07:40:53+00:00,0,1,twitter for android,great resources for sports projects from brendan! thanks for including #sportsvizsunday! https://t.co/fhm7jdbt75,false,"[{'text': 'sportsvizsunday', 'indices': [71, 87]}]",nan,true
ervin vinzon,vinzonervin,"manila, philippines",freelance tableau developer || tableau public ambassador || tableau public featured author 2022 || manila tableau user group leader,https://pbs.twimg.com/profile_images/1535123272102072321/liwgtnrj_normal.jpg,708,565,none,2022-10-19 23:17:17+00:00,3,0,twitter for iphone,rt @consult_ant: here is my #ironviz entry for the 2023 qualifier on snooker player ronnie o'sullivan. i updated my #ironquest and #sportsv…,false,"[{'text': 'ironviz', 'indices': [28, 36]}, {'text': 'ironquest', 'indices': [116, 126]}]",nan,false
sarah bartlett,sarahlovesdata,"hampshire, england",3 x tableau visionary | 5 x tableau ambassador | coe | #londontug | founder #ironquest | @datadlc advisory board | https://t.co/atpjqryscf #datafam,https://pbs.twimg.com/profile_images/1511459859480338434/qaqk8h_a_normal.jpg,4028,13833,https://t.co/6ccxe8paba,2022-10-19 21:01:26+00:00,0,4,twitter for iphone,"great to see @consult_ant’s #ironquest #sportsvizsunday sports viz updated and submitted for #ironviz! 

remember,… https://t.co/rtv1sdwqqm",true,"[{'text': 'ironquest', 'indices': [28, 38]}, {'text': 'sportsvizsunday', 'indices': [39, 55]}, {'text': 'ironviz', 'indices': [93, 101]}]",nan,true
louis yu,ninjavizlouis,singapore,avid gamer | coffee geek | superhero dad | storyteller | #gamesnightviz | tableau enthusiast | 1 x #votd,https://pbs.twimg.com/profile_images/1459144127291879438/0uuoelcv_normal.jpg,395,335,https://t.co/zgw6qcxbzt,2022-10-19 16:59:20+00:00,3,0,twitter web app,rt @consult_ant: here is my #ironviz entry for the 2023 qualifier on snooker player ronnie o'sullivan. i updated my #ironquest and #sportsv…,false,"[{'text': 'ironviz', 'indices': [28, 36]}, {'text': 'ironquest', 'indices': [116, 126]}]",nan,false
nyx brown,itoobee,"london, england",nan,https://pbs.twimg.com/profile_images/987540488940150784/8jgzrgmg_normal.jpg,59,6,none,2022-10-19 16:39:42+00:00,3,0,twitter for iphone,rt @consult_ant: here is my #ironviz entry for the 2023 qualifier on snooker player ronnie o'sullivan. i updated my #ironquest and #sportsv…,false,"[{'text': 'ironviz', 'indices': [28, 36]}, {'text': 'ironquest', 'indices': [116, 126]}]",nan,false
ant pulley,consult_ant,"letchworth, england","#tableau public ambassador '22 | #tableau featured author '22 | 3x #votd | '22 #vizzie winner | bi manager 

https://t.co/lz5soqkrmw",https://pbs.twimg.com/profile_images/1519675922353373184/sclrl4cf_normal.jpg,1491,1734,https://t.co/aompjbjxsx,2022-10-19 13:01:07+00:00,3,44,twitter web app,here is my #ironviz entry for the 2023 qualifier on snooker player ronnie o'sullivan. i updated my #ironquest and… https://t.co/u8vodquqgb,true,"[{'text': 'ironviz', 'indices': [11, 19]}, {'text': 'ironquest', 'indices': [99, 109]}]",nan,false
cj mayes,_cjmayes,"london, uk",#sportsvizsunday | tableau visionary & ambassador | https://t.co/njkto16szh | enablement @jll,https://pbs.twimg.com/profile_images/1387386576284569602/iewnimub_normal.jpg,1809,3835,https://t.co/ymums8nrjv,2022-10-22 17:40:33+00:00,0,2,twitter web app,"how to use the twitter api to track community initiative hashtags, automated through github #sportsvizsunday 
https://t.co/qgjldr0fve",false,"[{'text': 'sportsvizsunday', 'indices': [92, 108]}]",nan,false
rechi,rechirich,"yogyakarta, indonesia","""people need dramatic examples to shake them out of apathy."" — bruce wayne | kadang nulis #rekomendasifilm (cek likes)",https://pbs.twimg.com/profile_images/1492801579971268611/xq8civt0_normal.jpg,326,472,https://t.co/hcyirh7217,2022-10-22 16:27:08+00:00,27,0,twitter for iphone,rt @_cjmayes: so excited to share this guest blog by @odriozolite! yash gives a walkthrough tutorial to creating your own deep progression…,false,[],nan,false
brett2point0,brett2point0,"boston, ma, usa","analytics, social, cx, data discovery. collector of vinyl records, walker of 9 holes. aim to 'shoot my age' by 2060 #lifegoals. opinions are my very own indeed!",https://pbs.twimg.com/profile_images/863396005991112704/rtpvayud_normal.jpg,900,2206,https://t.co/t7rzg0efbs,2022-10-21 19:14:58+00:00,0,0,twitter web app,"via @nextgenstats ""improbable completions"", 5 qbs account for 55% of the top 20 most unlikely catches: jalen hurts,… https://t.co/amknvm1mky",true,[],nan,false
lynx.me,ysnt_15,bekasi,nan,https://pbs.twimg.com/profile_images/2864499441/8348e813dba876f82b92f598f953d0f1_normal.jpeg,1022,13,none,2022-10-21 13:55:52+00:00,27,0,twitter for android,rt @_cjmayes: so excited to share this guest blog by @odriozolite! yash gives a walkthrough tutorial to creating your own deep progression…,false,[],nan,false
brendan kent,brendankent,pnw 🏔,tweeting about analytics in tech & sports • lead product analyst @lyft • previously @draftkings @timbersfc @harvard,https://pbs.twimg.com/profile_images/1567963941665648640/d1jn_tpo_normal.jpg,140,5120,https://t.co/laas2ceyus,2022-10-20 17:48:33+00:00,1,0,twitter web app,rt @katebrown_5: great resources for sports projects from brendan! thanks for including #sportsvizsunday!,false,"[{'text': 'sportsvizsunday', 'indices': [88, 104]}]",nan,true
neil richards,theneilrichards,"derbyshire, uk",tableau visionary 2018/20/21/22 & public ambassador | bi lead @jll | @vizfsg board | https://t.co/q1nvenm4qd | questions in dataviz book released november '22,https://pbs.twimg.com/profile_images/1189874985848000512/1kkjtyrm_normal.jpg,1191,7519,https://t.co/q1nvenm4qd,2022-10-23 13:04:20+00:00,0,7,tweetdeck,it looks like the #sportsvizsunday team are moving into sponsoring events - impressive stuff @_cjmayes! https://t.co/6yqphan2iw,false,"[{'text': 'sportsvizsunday', 'indices': [18, 34]}]",nan,false
annapurani,annapurani93,"chennai, india","data nerd. electronics & instrumentation engineer. coder. blogger. enjoy poetry, fiction, physics and music. ❤️ @rogerfederer.",https://pbs.twimg.com/profile_images/1509791156661415936/aoinmnly_normal.jpg,291,1596,https://t.co/j7r0ffkaxv,2022-10-23 12:22:03+00:00,1,0,twitter web app,"rt @_cjmayes: how to use the twitter api to track community initiative hashtags, automated through github #sportsvizsunday 
https://t.co/qg…",false,"[{'text': 'sportsvizsunday', 'indices': [106, 122]}]",nan,false
cj mayes,_cjmayes,"london, uk",#sportsvizsunday | tableau visionary & ambassador | https://t.co/njkto16szh | enablement @jll,https://pbs.twimg.com/profile_images/1387386576284569602/iewnimub_normal.jpg,1810,3837,https://t.co/ymums8nrjv,2022-10-23 10:08:10+00:00,1,0,twitter web app,"rt @mrroweuk: happy sunday everybody. check out the latest #sportsvizsunday weekly round-up below. #ironviz entries, sporting data sets sha…",false,"[{'text': 'sportsvizsunday', 'indices': [59, 75]}, {'text': 'ironviz', 'indices': [99, 107]}]",nan,false
simon rowe,mrroweuk,london,data storyteller and @tableau enthusiast | tableau desktop certified associate | 4 x #votd | @tonbridgeangels | views are my own,https://pbs.twimg.com/profile_images/2363957398/image_normal.jpg,1701,1750,https://t.co/wro1tfl0a5,2022-10-23 09:32:47+00:00,1,14,twitter web app,"happy sunday everybody. check out the latest #sportsvizsunday weekly round-up below. #ironviz entries, sporting dat… https://t.co/zqcbkosbj4",true,"[{'text': 'sportsvizsunday', 'indices': [45, 61]}, {'text': 'ironviz', 'indices': [85, 93]}]",nan,false
jr copreros,jrcopreros,toronto,chartered accountant → data professional | tableau public ambassador 2021 | information design | data viz | ✞ = ♡ | all views are my own,https://pbs.twimg.com/profile_images/1288558285529001984/eudu3uur_normal.png,2763,1222,https://t.co/vuiviyvsst,2022-10-22 20:19:04+00:00,4,0,twitter web app,rt @consult_ant: here is my #ironviz entry for the 2023 qualifier on snooker player ronnie o'sullivan. i updated my #ironquest and #sportsv…,false,"[{'text': 'ironviz', 'indices': [28, 36]}, {'text': 'ironquest', 'indices': [116, 126]}]",nan,false
kevin flerlage,flerlagekev,"burlington, ky","3x tableau visionary (formerly known as zen master) | 4x tableau public ambassador | https://t.co/0pu72w5xlc | mgr, business intelligence | god loving | views my own",https://pbs.twimg.com/profile_images/1493239849532461061/8obcbpix_normal.jpg,3030,13452,https://t.co/hd8lbanqlx,2022-10-31 00:12:53+00:00,5,0,twitter web app,"rt @professorkao: here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a #ironquest…",false,"[{'text': 'ironviz', 'indices': [43, 51]}, {'text': 'ironquest', 'indices': [129, 139]}]",nan,false
agata ketterick,agatavizz,"portland, me",data viz @ lovelytics | tableau public ambassador | 7x #vizoftheday,https://pbs.twimg.com/profile_images/1535632326104948736/pstqeaqc_normal.jpg,741,1795,https://t.co/uj8qwitzbl,2022-10-30 21:28:22+00:00,8,0,twitter web app,rt @greenynorfolk: #ironviz 2023 qualifier (completed ish/maybe) | the greatest snooker players the game has ever seen - a spotlight on o’s…,false,"[{'text': 'ironviz', 'indices': [19, 27]}]",nan,false
agata ketterick,agatavizz,"portland, me",data viz @ lovelytics | tableau public ambassador | 7x #vizoftheday,https://pbs.twimg.com/profile_images/1535632326104948736/pstqeaqc_normal.jpg,741,1795,https://t.co/uj8qwitzbl,2022-10-30 21:28:16+00:00,5,0,twitter web app,"rt @professorkao: here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a #ironquest…",false,"[{'text': 'ironviz', 'indices': [43, 51]}, {'text': 'ironquest', 'indices': [129, 139]}]",nan,false
sarah bartlett,sarahlovesdata,"hampshire, england",3 x tableau visionary | 5 x tableau ambassador | coe | #londontug | founder #ironquest | @datadlc advisory board | https://t.co/atpjqryscf #datafam,https://pbs.twimg.com/profile_images/1511459859480338434/qaqk8h_a_normal.jpg,3954,13878,https://t.co/6ccxe8paba,2022-10-30 20:18:49+00:00,5,0,twitter for iphone,"rt @professorkao: here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a #ironquest…",false,"[{'text': 'ironviz', 'indices': [43, 51]}, {'text': 'ironquest', 'indices': [129, 139]}]",nan,false
damola ladipo 🐢,adedamolaladipo,"washington, dc",data visualization specialist | 6 x #vizoftheday | ‘21 tableau public featured author | ‘22 tableau public ambassador #coyi,https://pbs.twimg.com/profile_images/1558080119163559936/kvpfvsnq_normal.jpg,2693,1710,https://t.co/5xxw6sf8hj,2022-10-30 19:04:50+00:00,5,0,twitter for iphone,"rt @professorkao: here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a #ironquest…",false,"[{'text': 'ironviz', 'indices': [43, 51]}, {'text': 'ironquest', 'indices': [129, 139]}]",nan,false
jessica moon,vizbymoon,"huntsville, al",mom of 3 | tableau public ambassador | 3x #vizoftheday | data artist wannabe,https://pbs.twimg.com/profile_images/1367128951957643266/veg59abs_normal.jpg,594,796,https://t.co/dvigehqgug,2022-10-30 18:44:56+00:00,5,0,twitter web app,"rt @professorkao: here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a #ironquest…",false,"[{'text': 'ironviz', 'indices': [43, 51]}, {'text': 'ironquest', 'indices': [129, 139]}]",nan,false
gamer geek,dataaugmented,interwebs,"data scientist by day, geek tech gamer junky by night

posts and retweets do not necessarily reflect my views or opinions... usually it's my bot misbehaving",https://pbs.twimg.com/profile_images/1534873946243596289/p4ucpia4_normal.jpg,11717,10936,https://t.co/ux3fbivlxx,2022-10-30 18:13:03+00:00,1,0,datascienceinfo,"rt @simonthomasw: premier league expected vs. actual goals &amp; assists 22/23

#datafam #sportsvizsunday #tableau #premierleague #xg #xa 
http…",false,"[{'text': 'datafam', 'indices': [80, 88]}, {'text': 'sportsvizsunday', 'indices': [89, 105]}, {'text': 'tableau', 'indices': [106, 114]}, {'text': 'premierleague', 'indices': [115, 129]}, {'text': 'xg', 'indices': [130, 133]}, {'text': 'xa', 'indices': [134, 137]}]",nan,false
kamil white,kamilwhite,"baku, azerbaijan",“the absence of evidence is not the evidence of absence.” carl sagan,https://pbs.twimg.com/profile_images/1320451473596129280/pz3dncq4_normal.jpg,654,99,none,2022-10-30 18:11:17+00:00,8,0,twitter for ipad,rt @greenynorfolk: #ironviz 2023 qualifier (completed ish/maybe) | the greatest snooker players the game has ever seen - a spotlight on o’s…,false,"[{'text': 'ironviz', 'indices': [19, 27]}]",nan,false
simon,simonthomasw,,"tableau and sports viz enthusiast
#datafam",https://pbs.twimg.com/profile_images/1586775215681462273/_nkzyzlj_normal.jpg,8,1,https://t.co/tphy7agvdz,2022-10-30 18:03:34+00:00,0,0,twitter web app,"this is my first #sportsvizsunday, feedback welcome!",false,"[{'text': 'sportsvizsunday', 'indices': [17, 33]}]",1.586774421041193e+18,false
simon,simonthomasw,,"tableau and sports viz enthusiast
#datafam",https://pbs.twimg.com/profile_images/1586775215681462273/_nkzyzlj_normal.jpg,8,1,https://t.co/tphy7agvdz,2022-10-30 17:58:34+00:00,1,1,twitter web app,"premier league expected vs. actual goals &amp; assists 22/23

#datafam #sportsvizsunday #tableau #premierleague #xg #xa 
https://t.co/z2suegg1p4",false,"[{'text': 'datafam', 'indices': [62, 70]}, {'text': 'sportsvizsunday', 'indices': [71, 87]}, {'text': 'tableau', 'indices': [88, 96]}, {'text': 'premierleague', 'indices': [97, 111]}, {'text': 'xg', 'indices': [112, 115]}, {'text': 'xa', 'indices': [116, 119]}]",nan,false
dennis kao,professorkao,"ottawa, on","social work prof by day...wannabe #dataviz designer by night • vizzing & mapping for social justice & health equity • he/him/his • dr. tang's partner, 2 kids",https://pbs.twimg.com/profile_images/1390228562721099776/q-5zp0td_normal.jpg,1137,1361,https://t.co/rkd25msgoo,2022-10-30 17:28:48+00:00,5,31,twitter web app,"here's my submission for #ironviz 2023! didn't have much bandwidth this time, so i decided to do a re-viz of a… https://t.co/sxhlxfq37t",true,"[{'text': 'ironviz', 'indices': [25, 33]}]",nan,false
brodie bets,brodie_bets,,best soccer capper on twitter with proved results -dm to join free vip week. +28u soccer this season  free vip discord section https://t.co/pmkrzelq8j,https://pbs.twimg.com/profile_images/1563950659363377158/wo4cg9xu_normal.jpg,515,38424,https://t.co/pmkrzelq8j,2022-10-30 16:26:39+00:00,5,0,twitter for iphone,"rt @senseisports1: premium 🈵️ 
#atpparis   🇨🇵
laslo djere
🆚️
marc-andrea huesler
🔥💰💰💰💰💰💰🔥
🧨over 22.5 -135 🧨
🔥💰💰💰💰💰💰🔥
#tennis #tennispicks
#…",false,"[{'text': 'atpparis', 'indices': [31, 40]}, {'text': 'tennis', 'indices': [117, 124]}, {'text': 'tennispicks', 'indices': [125, 137]}]",nan,false
#bobsportsbets,bobsportsbets,🇺🇸tennessee ,#handicapper #sportsbettor #sportsbetting #sportsbettingadvisor #sportsbettingadvice #sportsbettingpicks #sportsinvesting,https://pbs.twimg.com/profile_images/1450179545697554437/3jn44u1x_normal.jpg,3721,7152,https://t.co/dmtxtmlebs,2022-10-30 15:51:44+00:00,5,0,twitter web app,"rt @senseisports1: premium 🈵️ 
#atpparis   🇨🇵
laslo djere
🆚️
marc-andrea huesler
🔥💰💰💰💰💰💰🔥
🧨over 22.5 -135 🧨
🔥💰💰💰💰💰💰🔥
#tennis #tennispicks
#…",false,"[{'text': 'atpparis', 'indices': [31, 40]}, {'text': 'tennis', 'indices': [117, 124]}, {'text': 'tennispicks', 'indices': [125, 137]}]",nan,false
shyneone,one_shyne,,self-motivated,https://pbs.twimg.com/profile_images/1324000497137815553/koyjioj3_normal.jpg,67,63,none,2022-10-30 15:45:31+00:00,5,0,twitter for iphone,"rt @senseisports1: premium 🈵️ 
#atpparis   🇨🇵
laslo djere
🆚️
marc-andrea huesler
🔥💰💰💰💰💰💰🔥
🧨over 22.5 -135 🧨
🔥💰💰💰💰💰💰🔥
#tennis #tennispicks
#…",false,"[{'text': 'atpparis', 'indices': [31, 40]}, {'text': 'tennis', 'indices': [117, 124]}, {'text': 'tennispicks', 'indices': [125, 137]}]",nan,false
seeking returns,srcgroup2k22,upwards,🏆🏆the premier sports betting experience🏆🏆—🤑📖🧠write-up’s with every play🧠📖🤑—🏒🏀⚾️🏈srcvip: 10+ plays daily 🏈⚾️🏀🏒 ➡️➡️➡️➡️➡️#betsmarter⬅️⬅️⬅️⬅️⬅️,https://pbs.twimg.com/profile_images/1484388973724127235/amdadz4o_normal.jpg,148,21980,https://t.co/mvppi7gzqq,2022-10-30 15:34:13+00:00,5,0,twitter for iphone,"rt @senseisports1: premium 🈵️ 
#atpparis   🇨🇵
laslo djere
🆚️
marc-andrea huesler
🔥💰💰💰💰💰💰🔥
🧨over 22.5 -135 🧨
🔥💰💰💰💰💰💰🔥
#tennis #tennispicks
#…",false,"[{'text': 'atpparis', 'indices': [31, 40]}, {'text': 'tennis', 'indices': [117, 124]}, {'text': 'tennispicks', 'indices': [125, 137]}]",nan,false
jerry harper,jerrymmalabs,,i bet on fights…….a lot!!,https://pbs.twimg.com/profile_images/1430271634007642118/4z2uyi4h_normal.jpg,284,28,none,2022-10-30 15:25:46+00:00,5,0,twitter for iphone,"rt @senseisports1: premium 🈵️ 
#atpparis   🇨🇵
laslo djere
🆚️
marc-andrea huesler
🔥💰💰💰💰💰💰🔥
🧨over 22.5 -135 🧨
🔥💰💰💰💰💰💰🔥
#tennis #tennispicks
#…",false,"[{'text': 'atpparis', 'indices': [31, 40]}, {'text': 'tennis', 'indices': [117, 124]}, {'text': 'tennispicks', 'indices': [125, 137]}]",nan,false
